Libro,Libro_base_conexiones,Libro_importante_pesos_totales,Centralidad_grado,Grado_centralidad_normalizado,Intermediacion_normalizada,Fase
1,11,29,21,0.7857,0.028971,1
85,3,8,36,0.2143,0.029304,1
88,4,6,41,0.2857,0.016484,1
83,2,6,30,0.1429,0.032967,1
89,2,4,31,0.1429,0.021978,1
3,2,3,35,0.1429,0.016484,1
7,1,2,4,0.0714,0.021978,1
6,1,1,6,0.0714,0.010989,1
4,0,0,0,0.0,0.0,1
5,0,0,0,0.0,0.0,1
90,0,0,0,0.0,0.0,1
2,0,0,0,0.0,0.0,1
54,0,0,0,0.0,0.0,1
64,0,0,0,0.0,0.0,1
8,0,0,0,0.0,0.0,1
